,ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Cluster
1443,463825,Female,Yes,52,Yes,0.0,Average,3.0,2
1444,463827,Female,Yes,46,Yes,1.0,Average,4.0,2
1445,463828,Male,Yes,37,No,0.0,Average,2.0,2
1446,463830,Female,No,25,Yes,2.0,Low,3.0,3
1447,463834,Female,Yes,43,Yes,1.0,Average,4.0,2
1448,463835,Male,No,32,No,0.0,Low,4.0,1
1449,463842,Female,Yes,50,Yes,1.0,High,4.0,2
1450,463847,Male,Yes,43,No,3.0,Average,3.0,2
1451,463856,Male,Yes,37,Yes,0.0,Average,2.0,2
1452,463857,Male,Yes,61,No,0.0,High,4.0,2
1453,463859,Male,Yes,39,Yes,5.0,Average,2.0,2
1454,463865,Male,Yes,46,Yes,1.0,Average,5.0,2
1455,463877,Male,Yes,37,No,0.0,Average,4.0,2
1456,463880,Female,Yes,36,No,0.0,Low,3.0,1
1457,463884,Female,No,28,No,0.0,Low,1.0,1
1458,463891,Male,Yes,86,Yes,0.0,Low,1.0,0
1459,463892,Male,No,42,Yes,8.0,Low,1.0,3
1460,463904,Male,Yes,82,Yes,1.0,Low,1.0,0
1461,463917,Female,No,18,No,1.0,Low,8.0,1
1462,463923,Female,No,18,No,0.0,Low,4.0,1
1463,463924,Female,No,36,Yes,1.0,Low,1.0,3
1464,463926,Female,No,26,No,1.0,Low,6.0,1
1465,463931,Male,Yes,49,Yes,1.0,Average,2.0,2
1466,463932,Female,Yes,69,Yes,1.0,Average,3.0,2
1467,463941,Female,No,29,No,1.0,Low,6.0,1
1468,463943,Male,No,68,Yes,1.0,Low,2.0,0
1469,463946,Male,No,33,No,4.0,Low,3.0,1
1470,463948,Male,Yes,38,No,3.0,High,5.0,2
1471,463951,Male,Yes,52,No,1.0,Average,3.0,2
1472,463955,Male,Yes,28,Yes,1.0,Low,2.0,0
1473,463958,Female,No,27,No,1.0,Low,5.0,1
1474,463961,Female,No,28,No,0.0,Low,4.0,1
1475,463963,Female,Yes,25,No,7.0,High,3.0,2
1476,463966,Female,No,30,Yes,8.0,Low,1.0,3
1477,463978,Male,Yes,40,Yes,1.0,Average,3.0,2
1478,463980,Female,No,25,Yes,0.0,Low,9.0,1
1479,463981,Female,No,30,Yes,5.0,Low,1.0,3
1480,463983,Female,Yes,43,No,0.0,Average,2.0,2
1481,463986,Female,No,26,Yes,1.0,Low,4.0,3
1482,463997,Female,Yes,37,No,0.0,Average,3.0,2
1483,464000,Female,No,28,No,1.0,Low,5.0,1
1484,464004,Female,Yes,31,No,1.0,Low,5.0,1
1485,464007,Male,Yes,46,Yes,1.0,Low,3.0,0
1486,464009,Female,Yes,47,Yes,5.0,Average,4.0,2
1487,464010,Male,No,28,No,1.0,Low,4.0,1
1488,464013,Male,No,30,No,0.0,Low,1.0,1
1489,464016,Female,,29,Yes,1.0,High,1.0,2
1490,464019,Male,No,23,No,2.0,Low,5.0,1
1491,464021,Female,No,22,No,1.0,Low,5.0,1
1492,464023,Male,No,20,No,1.0,Low,5.0,1
1493,464030,Male,No,22,No,1.0,Low,4.0,1
1494,464031,Female,No,19,No,0.0,Low,4.0,1
1495,464032,Male,No,21,No,1.0,Low,3.0,1
1496,464033,Female,No,19,No,0.0,Low,4.0,1
1497,464039,Male,No,39,Yes,1.0,Low,2.0,3
1498,464042,Female,Yes,38,Yes,8.0,Low,2.0,3
1499,464046,Male,No,33,Yes,3.0,Low,1.0,3
1500,464048,Female,No,38,Yes,4.0,Low,1.0,3
1501,464049,Female,No,29,Yes,0.0,Low,3.0,3
1502,464053,Female,Yes,35,No,4.0,Low,1.0,3
1503,464054,Male,Yes,32,Yes,9.0,Average,2.0,2
1504,464059,Male,Yes,59,Yes,0.0,Low,1.0,0
1505,464063,Female,No,32,Yes,0.0,Low,1.0,3
1506,464066,Female,No,29,Yes,8.0,Low,3.0,3
1507,464067,Female,No,31,Yes,0.0,Low,4.0,3
1508,464068,Male,Yes,59,No,0.0,High,4.0,2
1509,464071,Male,Yes,87,Yes,0.0,High,2.0,0
1510,464072,Male,Yes,53,Yes,0.0,Low,2.0,0
1511,464076,Male,Yes,83,No,0.0,High,2.0,0
1512,464084,Male,No,33,No,1.0,Low,5.0,1
1513,464087,Female,No,26,No,,Low,4.0,1
1514,464089,Female,Yes,39,Yes,7.0,High,5.0,2
1515,464096,Female,No,27,No,1.0,Low,5.0,1
1516,464099,Female,Yes,42,Yes,5.0,Average,2.0,2
1517,464103,Male,Yes,46,Yes,4.0,Average,2.0,2
1518,464110,Male,Yes,63,Yes,0.0,High,2.0,0
1519,464112,Male,No,32,Yes,1.0,Low,2.0,3
1520,464115,Female,No,38,Yes,0.0,Low,3.0,3
1521,464118,Male,No,38,Yes,1.0,Low,2.0,3
1522,464121,Female,Yes,63,Yes,1.0,Low,1.0,0
1523,464123,Female,No,45,Yes,1.0,Low,1.0,3
1524,464127,Female,No,33,Yes,1.0,Low,5.0,1
1525,464132,Male,No,27,No,0.0,Low,2.0,1
1526,464137,Female,Yes,87,No,7.0,High,2.0,0
1527,464139,Female,No,25,No,14.0,Low,1.0,3
1528,464144,Male,Yes,61,Yes,0.0,Average,4.0,2
1529,464152,Male,Yes,41,Yes,1.0,High,4.0,2
1530,464162,Male,Yes,86,Yes,,High,2.0,0
1531,464167,Male,Yes,51,Yes,4.0,High,3.0,2
1532,464169,Male,,83,No,0.0,High,2.0,0
1533,464172,Male,Yes,60,Yes,3.0,High,3.0,0
1534,464173,Male,Yes,65,Yes,6.0,Average,3.0,2
1535,464175,Female,No,32,No,1.0,Low,,1
1536,464176,Female,Yes,41,Yes,1.0,Low,1.0,0
1537,464179,Female,Yes,56,Yes,0.0,Average,3.0,2
1538,464180,Female,Yes,74,No,1.0,High,2.0,0
1539,464182,Male,Yes,39,Yes,4.0,Average,2.0,2
1540,464183,Female,No,42,No,2.0,Low,2.0,1
1541,464185,Male,Yes,68,Yes,5.0,High,2.0,0
1542,464195,Male,No,30,Yes,1.0,Low,1.0,3
1543,464200,Female,No,32,No,1.0,Low,3.0,1
1544,464202,Male,Yes,43,Yes,13.0,Low,1.0,3
1545,464204,Female,Yes,40,Yes,3.0,High,2.0,2
1546,464205,Female,Yes,87,No,0.0,High,2.0,0
1547,464206,Male,Yes,43,No,1.0,Low,2.0,0
1548,464211,Male,Yes,48,Yes,1.0,Average,3.0,2
1549,464212,Female,Yes,58,Yes,0.0,Average,2.0,2
1550,464216,Male,Yes,52,Yes,,High,3.0,2
1551,464217,Female,No,30,No,14.0,Low,3.0,3
1552,464223,Female,Yes,53,Yes,2.0,Low,2.0,0
1553,464226,Female,Yes,56,Yes,3.0,Average,3.0,2
1554,464231,Male,Yes,48,Yes,1.0,Average,4.0,2
1555,464232,Male,Yes,28,No,1.0,Low,5.0,1
1556,464246,Female,Yes,61,Yes,0.0,Average,2.0,2
1557,464254,Male,Yes,62,Yes,1.0,Average,3.0,2
1558,464255,Female,Yes,49,Yes,1.0,Average,5.0,2
1559,464257,Male,Yes,40,,0.0,High,2.0,2
1560,464265,Male,Yes,62,Yes,1.0,Low,2.0,0
1561,464269,Male,No,35,Yes,1.0,Low,,3
1562,464270,Female,No,48,Yes,4.0,Low,1.0,3
1563,464271,Female,Yes,36,Yes,1.0,Average,3.0,2
1564,464274,Female,Yes,56,Yes,1.0,Average,5.0,2
1565,464276,Female,Yes,66,No,0.0,High,2.0,0
1566,464283,Male,No,40,Yes,6.0,Low,2.0,3
1567,464286,Female,Yes,57,Yes,0.0,Average,2.0,2
1568,464287,Male,Yes,42,Yes,,Average,3.0,2
1569,464289,Male,Yes,35,No,1.0,Low,3.0,1
1570,464292,Male,Yes,58,Yes,0.0,Average,2.0,2
1571,464297,Male,No,29,No,8.0,Low,5.0,1
1572,464298,Male,No,26,No,0.0,Low,1.0,1
1573,464308,Female,Yes,84,Yes,1.0,High,2.0,0
1574,464318,Male,Yes,86,Yes,0.0,Low,1.0,0
1575,464320,Male,Yes,77,No,1.0,High,2.0,0
1576,464326,Female,No,37,Yes,0.0,Low,3.0,3
1577,464332,Male,Yes,74,No,0.0,High,2.0,0
1578,464339,Male,No,27,No,1.0,Low,2.0,1
1579,464344,Female,Yes,56,Yes,0.0,Low,1.0,0
1580,464351,Female,No,27,Yes,0.0,Low,1.0,3
1581,464364,Male,Yes,39,Yes,7.0,Average,2.0,2
1582,464368,Male,Yes,35,Yes,3.0,Average,2.0,2
1583,464370,Male,Yes,66,Yes,1.0,Average,2.0,2
1584,464373,Female,No,47,Yes,0.0,Low,2.0,3
1585,464378,Female,Yes,36,Yes,8.0,Average,2.0,2
1586,464381,Male,Yes,43,Yes,4.0,Average,2.0,2
1587,464382,Female,Yes,55,Yes,0.0,Average,4.0,2
1588,464386,Male,Yes,41,Yes,0.0,Average,3.0,2
1589,464387,Female,No,26,Yes,9.0,Low,5.0,3
1590,464389,Male,Yes,72,Yes,0.0,High,2.0,0
1591,464392,Male,Yes,59,,0.0,Average,2.0,2
1592,464396,Male,Yes,38,Yes,1.0,Average,3.0,2
1593,464412,Male,Yes,72,No,1.0,Low,2.0,0
1594,464424,Male,No,31,Yes,1.0,Low,4.0,1
1595,464425,Male,No,41,Yes,9.0,Low,1.0,3
1596,464432,Male,No,25,No,9.0,Low,2.0,1
1597,464433,Male,No,29,Yes,,Low,,3
1598,464436,Male,Yes,83,Yes,0.0,High,2.0,0
1599,464437,Female,Yes,51,Yes,0.0,Average,4.0,2
1600,464441,Male,Yes,40,Yes,0.0,Low,2.0,0
1601,464451,Female,Yes,76,Yes,0.0,Average,2.0,2
1602,464456,Male,Yes,29,Yes,1.0,Low,4.0,0
1603,464468,Male,Yes,46,Yes,1.0,Low,3.0,0
1604,464473,Female,Yes,58,Yes,0.0,Average,4.0,2
1605,464474,Female,No,46,Yes,1.0,Low,1.0,3
1606,464478,Female,Yes,74,No,0.0,High,2.0,0
1607,464481,Male,Yes,53,Yes,1.0,High,3.0,2
1608,464482,Male,Yes,63,Yes,1.0,Low,1.0,0
1609,464483,Female,Yes,49,Yes,1.0,Average,3.0,2
1610,464485,Male,No,25,Yes,5.0,Low,2.0,3
1611,464487,Male,No,46,No,1.0,Low,3.0,1
1612,464488,Female,No,43,Yes,7.0,Low,9.0,1
1613,464494,Female,Yes,58,Yes,1.0,Average,4.0,2
1614,464499,Male,Yes,41,Yes,1.0,High,4.0,2
1615,464501,Female,No,28,No,1.0,Low,3.0,1
1616,464504,Male,No,26,Yes,0.0,Low,4.0,1
1617,464506,Male,No,29,Yes,9.0,Low,2.0,3
1618,464517,Male,No,33,Yes,0.0,Low,,3
1619,464522,Female,No,39,Yes,14.0,Low,1.0,3
1620,464526,Male,Yes,51,Yes,0.0,Average,4.0,2
1621,464528,Male,Yes,46,Yes,4.0,High,4.0,2
1622,464533,Male,Yes,38,No,,High,6.0,1
1623,464536,Male,Yes,26,Yes,1.0,Average,3.0,2
1624,464540,Female,Yes,42,Yes,1.0,Average,4.0,2
1625,464544,Female,Yes,43,Yes,5.0,Average,3.0,2
1626,464549,Male,Yes,53,Yes,1.0,Low,4.0,0
1627,464550,Male,Yes,46,Yes,,Low,4.0,0
1628,464552,Female,Yes,40,Yes,1.0,Average,3.0,2
1629,464553,Male,Yes,71,Yes,1.0,Low,2.0,0
1630,464555,Male,Yes,32,Yes,13.0,High,4.0,2
1631,464560,Male,No,41,Yes,9.0,Low,2.0,3
1632,464561,Female,No,46,Yes,8.0,Low,2.0,3
1633,464566,Male,Yes,40,Yes,0.0,High,4.0,2
1634,464569,Male,No,29,No,1.0,Low,5.0,1
1635,464570,Male,Yes,25,Yes,1.0,Average,2.0,2
1636,464572,Female,Yes,52,Yes,0.0,Low,1.0,0
1637,464576,Male,No,30,Yes,9.0,Low,5.0,3
1638,464577,Female,Yes,25,Yes,12.0,High,2.0,3
1639,464580,Male,No,32,No,9.0,Low,4.0,1
1640,464581,Female,No,33,No,,Low,4.0,1
1641,464586,Female,No,49,Yes,1.0,Low,1.0,3
1642,464593,Female,No,43,Yes,1.0,Low,4.0,3
1643,464594,Male,Yes,48,Yes,1.0,Low,1.0,0
1644,464597,Male,No,41,No,5.0,Low,2.0,1
1645,464601,Female,No,29,Yes,9.0,Low,2.0,3
1646,464603,Female,No,35,Yes,0.0,Low,2.0,3
1647,464606,Male,Yes,41,Yes,1.0,Average,2.0,2
1648,464607,Female,Yes,47,Yes,1.0,Average,4.0,2
1649,464608,Female,Yes,53,Yes,1.0,Average,3.0,2
1650,464618,Male,,40,Yes,5.0,Low,1.0,0
1651,464620,Female,Yes,40,Yes,0.0,High,2.0,2
1652,464621,Male,Yes,46,Yes,0.0,Low,1.0,0
1653,464637,Female,No,36,Yes,,Low,4.0,3
1654,464641,Female,Yes,71,Yes,2.0,Low,6.0,0
1655,464652,Female,Yes,30,No,5.0,Average,2.0,2
1656,464654,Female,Yes,40,No,1.0,Average,4.0,2
1657,464664,Male,Yes,43,No,0.0,Average,5.0,2
1658,464666,Male,Yes,40,Yes,3.0,Average,3.0,2
1659,464670,Male,Yes,39,No,1.0,Average,4.0,2
1660,464673,Male,Yes,49,No,1.0,High,7.0,2
1661,464674,Male,Yes,51,No,0.0,Average,5.0,2
1662,464675,Female,Yes,39,No,1.0,Average,9.0,2
1663,464677,Male,Yes,23,No,1.0,Low,5.0,1
1664,464683,Male,Yes,53,No,0.0,Average,6.0,2
1665,464684,Female,No,35,No,9.0,Low,5.0,1
1666,464685,Male,No,35,No,2.0,Low,4.0,1
1667,464688,Male,Yes,30,Yes,1.0,Low,9.0,1
1668,464690,Male,Yes,39,No,2.0,Average,,2
1669,464691,Male,No,38,Yes,1.0,Low,3.0,3
1670,464692,Female,No,53,No,0.0,Low,1.0,3
1671,464693,Female,No,36,Yes,8.0,Low,1.0,3
1672,464695,Male,No,33,No,0.0,Low,4.0,1
1673,464696,Female,No,40,Yes,1.0,Low,1.0,3
1674,464697,Female,Yes,36,Yes,0.0,Average,4.0,2
1675,464699,Male,No,31,No,1.0,Low,5.0,1
1676,464701,Male,No,31,No,1.0,Low,2.0,1
1677,464704,Male,Yes,41,Yes,0.0,Average,4.0,2
1678,464707,Male,Yes,48,No,0.0,Average,4.0,2
1679,464711,Female,Yes,38,Yes,5.0,Average,3.0,2
1680,464712,Male,Yes,49,No,1.0,Low,5.0,1
1681,464722,Male,Yes,42,Yes,1.0,Low,,0
1682,464726,Male,Yes,28,Yes,14.0,High,9.0,2
1683,464728,Male,Yes,51,No,0.0,High,4.0,2
1684,464732,Male,Yes,41,No,1.0,Average,2.0,2
1685,464737,Female,Yes,57,No,0.0,Average,6.0,2
1686,464739,Male,Yes,67,Yes,0.0,Low,1.0,0
1687,464746,Male,Yes,29,No,3.0,Average,5.0,2
1688,464752,Female,Yes,46,,,Low,1.0,0
1689,464755,Male,Yes,49,Yes,0.0,High,2.0,0
1690,464756,Female,No,28,No,6.0,Low,3.0,1
1691,464758,Female,Yes,48,No,1.0,Average,4.0,2
1692,464760,Female,Yes,51,No,5.0,Average,4.0,2
1693,464765,Female,Yes,48,No,5.0,Average,6.0,2
1694,464766,Female,Yes,48,No,5.0,Average,5.0,2
1695,464769,Female,,52,No,9.0,Average,4.0,2
1696,464772,Female,Yes,39,No,8.0,Average,4.0,2
1697,464774,Female,Yes,50,No,7.0,Average,5.0,2
1698,464780,Female,No,33,No,1.0,Low,9.0,1
1699,464790,Female,No,35,Yes,,Low,1.0,3
1700,464792,Male,Yes,30,No,2.0,High,5.0,1
1701,464794,Female,Yes,46,No,8.0,Average,,2
1702,464799,Male,No,36,No,0.0,Low,4.0,1
1703,464802,Male,No,43,No,0.0,Low,1.0,1
1704,464804,Male,Yes,26,No,1.0,Low,1.0,0
1705,464806,Male,Yes,33,No,0.0,Low,2.0,0
1706,464809,Male,Yes,50,,,Average,5.0,2
1707,464812,Female,Yes,49,Yes,1.0,High,5.0,2
1708,464813,Male,Yes,48,Yes,6.0,Average,5.0,2
1709,464817,Male,No,31,Yes,5.0,Low,1.0,3
1710,464818,Female,Yes,38,No,,Average,2.0,2
1711,464825,Female,No,21,No,5.0,Low,1.0,3
1712,464827,Female,Yes,50,No,8.0,Average,5.0,2
1713,464828,Male,No,23,No,9.0,Low,6.0,1
1714,464831,Female,Yes,21,No,0.0,Low,2.0,1
1715,464832,Male,Yes,71,No,1.0,Low,,0
1716,464835,Male,No,20,No,0.0,Low,6.0,1
1717,464836,Female,,32,No,7.0,High,5.0,2
1718,464845,Male,Yes,29,No,0.0,Average,3.0,2
1719,464849,Male,Yes,42,Yes,0.0,Average,4.0,2
1720,464851,Male,No,20,No,0.0,Low,6.0,1
1721,464852,Male,Yes,36,No,1.0,Low,6.0,1
1722,464854,Female,Yes,42,No,0.0,High,6.0,2
1723,464857,Male,No,18,No,7.0,Low,4.0,1
1724,464861,Male,No,25,No,,Low,2.0,1
1725,464864,Female,No,30,No,10.0,Low,8.0,1
1726,464865,Female,No,28,No,9.0,Low,9.0,1
1727,464868,Male,Yes,42,Yes,7.0,Low,6.0,2
1728,464872,Male,Yes,38,Yes,1.0,Low,4.0,0
1729,464873,Male,Yes,42,Yes,1.0,Average,2.0,2
1730,464876,Female,Yes,52,No,,Average,5.0,2
1731,464879,Female,Yes,29,Yes,0.0,Average,2.0,2
1732,464884,Male,Yes,40,Yes,1.0,Low,2.0,0
1733,464885,Female,No,38,No,1.0,Low,2.0,1
1734,464886,Male,Yes,37,Yes,1.0,Average,4.0,2
1735,464902,Female,Yes,65,No,1.0,Low,1.0,0
1736,464905,Male,,81,No,,High,2.0,0
1737,464907,Male,,59,Yes,0.0,Average,2.0,2
1738,464910,Female,Yes,47,Yes,1.0,Average,5.0,2
1739,464911,Male,Yes,57,Yes,0.0,Average,3.0,2
1740,464915,Male,Yes,39,Yes,,High,4.0,2
1741,464916,Female,,32,,8.0,High,2.0,3
1742,464919,Male,Yes,37,Yes,9.0,Low,1.0,3
1743,464920,Male,No,39,Yes,4.0,Low,1.0,3
1744,464921,Male,Yes,39,No,1.0,Average,5.0,2
1745,464925,Male,,60,No,7.0,Average,2.0,2
1746,464927,Female,Yes,70,Yes,1.0,Average,2.0,2
1747,464932,Male,Yes,51,Yes,9.0,Low,1.0,0
1748,464938,Male,Yes,48,No,1.0,Low,3.0,0
1749,464939,Male,No,43,No,0.0,Low,1.0,1
1750,464940,Female,Yes,29,No,1.0,Low,2.0,1
1751,464944,Female,Yes,43,Yes,0.0,Low,2.0,0
1752,464947,Male,No,25,No,5.0,Low,1.0,1
1753,464957,Female,Yes,75,No,0.0,Low,1.0,0
1754,464960,Female,No,22,No,0.0,Low,5.0,1
1755,464961,Male,Yes,86,No,1.0,Low,1.0,0
1756,464963,Female,Yes,50,Yes,1.0,Low,2.0,0
1757,464972,Male,Yes,73,No,1.0,High,9.0,2
1758,464973,Male,No,87,,1.0,Low,2.0,0
1759,464981,Male,Yes,49,Yes,0.0,Average,4.0,2
1760,464987,Male,Yes,46,Yes,1.0,High,5.0,2
1761,464990,Male,Yes,73,No,0.0,High,2.0,0
1762,464991,Female,Yes,87,Yes,1.0,High,2.0,0
1763,464995,Male,Yes,53,No,2.0,High,4.0,2
1764,465001,Male,Yes,84,Yes,1.0,High,2.0,0
1765,465005,Male,Yes,47,Yes,3.0,High,3.0,2
1766,465012,Male,Yes,59,No,1.0,High,4.0,2
1767,465014,Male,Yes,82,No,1.0,Low,1.0,0
1768,465022,Female,Yes,71,Yes,0.0,High,2.0,0
1769,465023,Male,Yes,39,Yes,9.0,Average,2.0,2
1770,465026,Female,No,25,No,0.0,Low,2.0,1
1771,465032,Male,Yes,67,Yes,1.0,High,2.0,0
1772,465035,Female,Yes,83,Yes,13.0,High,2.0,0
1773,465038,Male,Yes,49,No,0.0,High,4.0,2
1774,465039,Female,Yes,87,No,0.0,High,2.0,0
1775,465040,Male,Yes,69,No,1.0,Average,2.0,2
1776,465045,Male,Yes,40,Yes,9.0,Average,2.0,2
1777,465056,Male,Yes,87,Yes,1.0,High,2.0,0
1778,465069,Male,Yes,68,Yes,0.0,Average,3.0,2
1779,465075,Female,Yes,43,Yes,,Average,2.0,2
1780,465076,Male,Yes,67,Yes,0.0,High,5.0,2
1781,465079,Male,Yes,80,Yes,1.0,Low,1.0,0
1782,465082,Male,Yes,65,Yes,1.0,Low,1.0,0
1783,465087,Male,No,29,Yes,0.0,Low,4.0,1
1784,465091,Male,Yes,60,Yes,,Average,3.0,2
1785,465092,Male,Yes,72,Yes,1.0,High,2.0,0
1786,465093,Male,Yes,57,Yes,0.0,Low,1.0,0
1787,465095,Male,Yes,47,Yes,1.0,High,4.0,2
1788,465099,Male,Yes,39,No,1.0,Average,2.0,2
1789,465100,Male,Yes,62,Yes,0.0,High,2.0,0
1790,465101,Female,Yes,81,Yes,1.0,Low,1.0,0
1791,465105,Male,Yes,65,No,8.0,Average,2.0,2
1792,465109,Male,No,47,No,,Low,2.0,1
1793,465111,Female,Yes,40,Yes,8.0,Average,2.0,2
1794,465112,Female,Yes,86,No,0.0,High,2.0,0
1795,465113,Male,Yes,67,Yes,0.0,High,2.0,0
1796,465119,Female,Yes,45,Yes,0.0,Average,5.0,2
1797,465120,Female,No,27,Yes,1.0,Low,4.0,3
1798,465121,Female,No,32,Yes,7.0,Low,1.0,3
1799,465122,Female,Yes,41,Yes,3.0,Average,2.0,2
1800,465124,Female,Yes,27,Yes,6.0,Average,2.0,2
1801,465128,Female,Yes,58,No,0.0,Average,3.0,2
1802,465134,Female,Yes,61,Yes,1.0,Average,5.0,2
1803,465136,Male,Yes,52,Yes,0.0,Average,2.0,2
1804,465144,Male,No,25,Yes,8.0,Low,1.0,3
1805,465147,Male,No,33,Yes,2.0,Low,3.0,3
1806,465148,Male,No,31,No,0.0,Low,,1
1807,465150,Male,No,37,Yes,1.0,Low,1.0,3
1808,465153,Male,Yes,38,Yes,1.0,Average,2.0,2
1809,465155,Male,Yes,81,Yes,0.0,Low,1.0,0
1810,465160,Male,Yes,61,Yes,0.0,High,3.0,0
1811,465164,Male,No,20,No,0.0,Low,3.0,1
1812,465171,Female,Yes,48,Yes,8.0,High,4.0,2
1813,465172,Female,Yes,43,Yes,8.0,Average,2.0,2
1814,465175,Female,No,22,No,0.0,Low,4.0,1
1815,465176,Female,Yes,63,Yes,1.0,Average,4.0,2
1816,465181,Female,No,25,Yes,8.0,Low,1.0,3
1817,465182,Female,No,73,Yes,1.0,Low,1.0,0
1818,465186,Female,Yes,43,No,4.0,Average,4.0,2
1819,465187,Female,Yes,39,No,1.0,Average,4.0,2
1820,465188,Female,Yes,49,Yes,0.0,Average,4.0,2
1821,465189,Female,Yes,83,Yes,1.0,High,2.0,0
1822,465194,Male,No,22,No,9.0,Low,6.0,1
1823,465196,Female,No,31,Yes,2.0,Low,2.0,3
1824,465197,Female,Yes,60,Yes,1.0,High,4.0,2
1825,465201,Male,Yes,42,Yes,1.0,Average,4.0,2
1826,465202,Male,No,25,No,7.0,Low,4.0,1
1827,465203,Male,No,29,Yes,3.0,Low,3.0,3
1828,465204,Male,Yes,29,Yes,1.0,Low,2.0,0
1829,465213,Male,Yes,39,Yes,2.0,Average,2.0,2
1830,465214,Male,Yes,33,No,14.0,Low,1.0,3
1831,465216,Male,Yes,35,Yes,9.0,High,4.0,2
1832,465226,Male,Yes,38,No,2.0,Low,3.0,1
1833,465228,Male,Yes,59,Yes,1.0,High,2.0,0
1834,465231,Male,Yes,67,No,1.0,Average,2.0,2
1835,465236,Male,Yes,45,Yes,1.0,Low,1.0,0
1836,465237,Male,Yes,70,Yes,,High,2.0,0
1837,465242,Male,No,19,No,5.0,Low,4.0,1
1838,465249,Female,No,23,No,0.0,Low,4.0,1
1839,465254,Male,No,22,No,1.0,Low,4.0,1
1840,465261,Female,No,23,Yes,1.0,Low,4.0,3
1841,465264,Male,Yes,80,No,0.0,Low,1.0,0
1842,465267,Male,Yes,40,No,14.0,Average,5.0,2
1843,465274,Male,No,36,Yes,0.0,Low,1.0,3
1844,465285,Female,Yes,31,No,8.0,Low,4.0,1
1845,465288,Female,Yes,20,No,1.0,Low,2.0,1
1846,465289,Male,Yes,31,Yes,1.0,High,2.0,2
1847,465290,Male,Yes,50,Yes,0.0,High,5.0,2
1848,465294,Male,Yes,67,No,0.0,Low,2.0,0
1849,465295,Female,,43,Yes,9.0,Average,1.0,2
1850,465296,Female,Yes,85,Yes,5.0,High,3.0,0
1851,465303,Female,Yes,65,Yes,1.0,Average,3.0,2
1852,465306,Male,Yes,71,No,1.0,Average,4.0,2
1853,465310,Female,No,20,No,1.0,Low,6.0,1
1854,465319,Male,No,20,No,0.0,Low,5.0,1
1855,465326,Male,Yes,87,Yes,,Low,1.0,0
1856,465333,Female,Yes,37,Yes,4.0,Low,2.0,3
1857,465335,Male,Yes,59,No,1.0,Average,2.0,2
1858,465340,Female,No,29,Yes,3.0,Low,4.0,3
1859,465342,Male,Yes,85,Yes,0.0,High,2.0,0
1860,465344,Female,Yes,72,Yes,1.0,High,2.0,0
1861,465345,Female,No,42,Yes,0.0,Low,,3
1862,465351,Female,Yes,45,Yes,9.0,Average,2.0,2
1863,465352,Male,Yes,59,Yes,1.0,Average,4.0,2
1864,465354,Male,No,19,No,0.0,Low,5.0,1
1865,465357,Female,Yes,47,Yes,0.0,Average,3.0,2
1866,465358,Female,Yes,73,Yes,0.0,High,2.0,0
1867,465359,Female,Yes,42,No,1.0,Low,1.0,0
1868,465364,Female,No,37,Yes,7.0,Low,5.0,3
1869,465366,Female,No,38,Yes,8.0,Low,1.0,3
1870,465371,Female,No,41,Yes,1.0,Low,1.0,3
1871,465372,Female,No,40,Yes,0.0,Low,1.0,3
1872,465383,Female,Yes,30,Yes,0.0,Low,4.0,0
1873,465384,Male,Yes,56,Yes,0.0,High,2.0,0
1874,465391,Female,Yes,65,Yes,1.0,High,2.0,0
1875,465393,Male,Yes,35,Yes,5.0,Average,2.0,2
1876,465395,Female,Yes,37,No,0.0,Average,5.0,2
1877,465399,Male,No,36,Yes,0.0,Low,1.0,3
1878,465405,Female,,26,Yes,1.0,High,4.0,2
1879,465408,Male,No,25,No,,Low,4.0,1
1880,465410,Male,No,30,No,0.0,Low,4.0,1
1881,465417,Male,Yes,37,Yes,,Average,2.0,2
1882,465419,Male,No,30,No,0.0,Low,3.0,1
1883,465423,Male,Yes,46,Yes,1.0,Average,4.0,2
1884,465428,Female,No,38,Yes,1.0,Low,1.0,3
1885,465433,Female,No,40,Yes,,Low,1.0,3
1886,465435,Female,No,31,Yes,5.0,Low,1.0,3
1887,465437,Male,Yes,45,Yes,4.0,High,5.0,2
1888,465440,Male,Yes,55,No,1.0,Low,5.0,1
1889,465441,Female,Yes,51,Yes,2.0,Low,1.0,0
1890,465445,Female,No,29,Yes,5.0,Low,7.0,1
1891,465458,Female,Yes,74,Yes,1.0,High,2.0,0
1892,465461,Male,Yes,69,No,1.0,Average,3.0,2
1893,465463,Female,No,28,No,,Low,5.0,1
1894,465464,Male,Yes,41,Yes,0.0,Average,,2
1895,465467,Male,,29,No,1.0,Low,3.0,1
1896,465471,Male,Yes,39,Yes,0.0,Low,1.0,0
1897,465472,Female,Yes,74,No,,High,3.0,0
1898,465473,Female,No,59,Yes,4.0,Low,1.0,3
1899,465477,Male,No,27,No,1.0,Low,3.0,1
1900,465479,Male,No,33,No,0.0,Low,1.0,1
1901,465482,Male,No,31,No,9.0,Low,2.0,1
1902,465483,Male,Yes,46,No,0.0,Average,3.0,2
1903,465484,Female,Yes,63,Yes,0.0,Low,2.0,0
1904,465488,Male,No,22,No,1.0,Low,4.0,1
1905,465489,Female,No,53,Yes,1.0,Low,5.0,3
1906,465492,Male,Yes,59,No,1.0,Low,1.0,0
1907,465496,Male,Yes,84,Yes,,Low,2.0,0
